	PN1	PN3	PN2	pcrblank	negcontrol1	500M3	500M2	500M1	340RF3	340RF2	340RF1	4KM1	2KM2	4KM2	4KM3	4RF1	4RF2	4RF3	1KM2	LB1	LB3	LB2	poscontrol1	2KM3	1KM3	LF1	LF3	LF2	BRF2	BRF3	BRF1	MRB3	MRB2	MRB1	TMI1	740RF3	740RF2	740RF1	TMI2	TMI3	1KM1	2KM1
BRF1	0.340145325293	0.406804949296	0.396501964852	0.98788621161	0.456256087727	0.651909956243	0.751679283021	0.329783493525	0.634139086995	1.0	0.675918840968	0.575777657136	0.734914915681	0.655905645964	0.599103563853	0.417956138052	0.731564739803	0.601627580235	0.526987559399	0.39791839564	0.346773438337	0.385132067396	0.91366899085	0.761014368807	0.594299023261	0.438680662734	0.309108653544	0.418046833524	0.412443543599	0.285425741643	0.0	0.428721187616	0.512550393654	0.506646866353	0.49215657071	0.46361878354	0.725832793547	0.537427419095	0.629938834181	0.517263169899	0.516695226301	0.562154653144
MRB3	0.256457897234	0.42263487143	0.514075534713	0.980557348975	0.455531546464	0.416408489463	0.573274850205	0.688060962262	0.587308612784	1.0	0.554141510213	0.763303552938	0.588413949894	0.590460912685	0.27418202192	0.354625527475	0.65679775639	0.317130975932	0.755064438181	0.366165239583	0.383608122897	0.365269225156	0.963807146795	0.573921553526	0.281159755382	0.324166910833	0.281338246785	0.507984078565	0.513947897171	0.289164675161	0.428721187616	0.0	0.433040105994	0.470097560043	0.525206685854	0.431989952279	0.5233638905	0.522026404696	0.317692506954	0.490554366114	0.571047312172	0.737218845297
MRB2	0.406075920291	0.490316395519	0.530400566778	0.987365668614	0.562420816266	0.551365625267	0.726980615548	0.813690125757	0.619931454353	1.0	0.672882651289	0.686572588844	0.647650219506	0.628606425205	0.588591560516	0.694068541502	0.589335111385	0.724666690384	0.713868254048	0.378714558857	0.409657314665	0.429032884279	0.972754657716	0.771985479807	0.742296946762	0.39225342063	0.372311006629	0.399519080718	0.434164909047	0.519995796139	0.512550393654	0.433040105994	0.0	0.5594422588	0.624339511349	0.638190757398	0.756866448374	0.714404368096	0.666198400538	0.559514366913	0.850910660238	0.566619691693
MRB1	0.546093346274	0.478051425282	0.643415695588	0.982710504562	0.352726556866	0.533530319384	0.653661989596	0.277371362091	0.610263998989	1.0	0.685606480416	0.485570197249	0.662690662308	0.677623059969	0.510641792362	0.381765701821	0.671742883001	0.631629121143	0.67723501098	0.542509681383	0.379496471864	0.43452105325	0.965942547815	0.770642907359	0.658917594404	0.499373166507	0.542305980924	0.596731476789	0.61492071197	0.501017363936	0.506646866353	0.470097560043	0.5594422588	0.0	0.661715169602	0.641001636112	0.717070020192	0.471007215703	0.501170333947	0.545047161186	0.544276552123	0.427490916756
TMI1	0.365285841126	0.515080143896	0.448676418955	0.985332578248	0.571751525116	0.70236096995	0.766693935003	0.565882111261	0.721747477894	1.0	0.682635123763	0.878252948394	0.786901518224	0.749938308698	0.685115278109	0.727844252595	0.704832675459	0.727447928606	0.943193716933	0.400266763497	0.461598519947	0.459870930183	0.969935670985	0.785776363674	0.731550545965	0.561301745175	0.494352821162	0.479850396541	0.502658681978	0.405723117634	0.49215657071	0.525206685854	0.624339511349	0.661715169602	0.0	0.610904370701	0.783410494436	0.794794713086	0.598356263889	0.463731104337	0.835834143045	0.78957229554
740RF3	0.44556688797	0.471664298307	0.470555417798	0.98807542131	0.551230020309	0.598716790848	0.691566607929	0.799594202291	0.347344388165	1.0	0.482933552194	0.411663490716	0.642786066836	0.617905221672	0.520794931255	0.561874894722	0.614834563397	0.368165346269	0.55659959906	0.289099138543	0.249716524398	0.429007148417	0.486471451035	0.807819950109	0.860763218129	0.414083231114	0.377485165651	0.443749414479	0.561691650123	0.497562616184	0.46361878354	0.431989952279	0.638190757398	0.641001636112	0.610904370701	0.0	0.471958221729	0.384071160217	0.724549309933	0.572120457405	0.50326827616	0.607423396394
740RF2	0.589733399436	0.72168079989	0.664647189434	0.995743347025	0.941808847969	0.714759402417	0.882639294224	0.951120339192	0.815207478971	1.0	0.608774250942	0.539957163568	0.586241062346	0.673508668907	0.757253873717	0.704720084558	0.715080102396	0.49551892456	0.75323038139	0.541257732064	0.550212162912	0.664477312647	0.923910632685	0.902031282423	0.921339351647	0.479186762728	0.590266162612	0.582342808993	0.740460858163	0.68156151881	0.725832793547	0.5233638905	0.756866448374	0.717070020192	0.783410494436	0.471958221729	0.0	0.365181440003	0.872183086943	0.719030248924	0.846367129797	0.727699570587
740RF1	0.560985954986	0.573607253527	0.595352309439	0.983009257328	0.694562910066	0.430718529154	0.788065777464	0.2881255568	0.733931354699	1.0	0.448885952244	0.336624479977	0.674625063237	0.537815004825	0.595452864156	0.319679439584	0.360945267159	0.348029604179	0.783380792451	0.587359641674	0.552137141016	0.678679619679	0.462710041524	0.43293955123	0.630271357529	0.525815417863	0.521286950585	0.682895524576	0.627357042931	0.531825840459	0.537427419095	0.522026404696	0.714404368096	0.471007215703	0.794794713086	0.384071160217	0.365181440003	0.0	0.862117832039	0.65075466425	0.742187446746	0.430368188293
TMI2	0.549135821016	0.561660619415	0.592780189886	0.985628163112	0.329567632565	0.462147203397	0.740781772068	0.645550525558	0.830602355757	1.0	0.780779659105	0.917440065373	0.860310572936	0.69880524182	0.480440573638	0.696449866602	0.718222494049	0.440034142066	0.942898571696	0.532842325772	0.639655919833	0.630355714556	0.97327974684	0.436750513457	0.460544527456	0.572478850847	0.674870158535	0.68380370817	0.615924326754	0.304757715195	0.629938834181	0.317692506954	0.666198400538	0.501170333947	0.598356263889	0.724549309933	0.872183086943	0.862117832039	0.0	0.586053399342	0.873476994508	0.831093150339
TMI3	0.396535900542	0.285784109103	0.43938171433	0.995212812497	0.489263000066	0.561623567193	0.551396638819	0.821113652814	0.49995210654	1.0	0.643901749725	0.885465676102	0.737101627745	0.596733226818	0.529274211913	0.647707195703	0.81537782838	0.608897983647	0.738186054958	0.458174263541	0.279429991277	0.443519569044	0.83911213183	0.770249926939	0.867898596954	0.51433478215	0.4510026927	0.510312354532	0.532268943628	0.4549562437	0.517263169899	0.490554366114	0.559514366913	0.545047161186	0.463731104337	0.572120457405	0.719030248924	0.65075466425	0.586053399342	0.0	0.915203301059	0.646117848199
1KM1	0.832574160388	0.805067041472	0.61821851504	0.988870544824	0.808473972524	0.778457997191	0.895614931447	0.108454023148	0.837395555344	1.0	0.807484991698	0.71872946266	0.857927239909	0.318916130089	0.813002997515	0.300501123207	0.829671788491	0.629047109737	0.913311735507	0.858913546239	0.711015014582	0.875483199916	0.968240723159	0.821813510792	0.758692342473	0.834520132722	0.74551310563	0.929608700227	0.798176848669	0.54556814226	0.516695226301	0.571047312172	0.850910660238	0.544276552123	0.835834143045	0.50326827616	0.846367129797	0.742187446746	0.873476994508	0.915203301059	0.0	0.806200388088
2KM1	0.719841655251	0.774121403861	0.764524668507	0.101327599039	0.728455426895	0.391760837241	0.729863560556	0.128625612033	0.760540715828	1.0	0.695664383701	0.155146228964	0.76732654795	0.702640636028	0.618588873481	0.447265206207	0.748800051765	0.767509622804	0.603821980401	0.630112488736	0.650315941981	0.488961108892	0.965978313844	0.808456954071	0.750448344486	0.780063121264	0.686218706398	0.622338721437	0.764529996425	0.705467374858	0.562154653144	0.737218845297	0.566619691693	0.427490916756	0.78957229554	0.607423396394	0.727699570587	0.430368188293	0.831093150339	0.646117848199	0.806200388088	0.0
